N,P,K,pH,soil_moisture,temperature,stress_type
105.0,14.0,50.0,6.419052193,14,30.69,phosphorus_deficiency
97.0,8.0,52.0,6.237861736,80,30.73,phosphorus_deficiency
120.0,19.0,49.0,6.762471629,72,30.77,phosphorus_deficiency
95.0,16.0,55.0,6.612847999,86,30.68,phosphorus_deficiency
83.0,29.0,52.0,6.704688865,29,30.59,healthy
83.0,9.0,45.0,6.049609892,61,30.66,phosphorus_deficiency
91.0,21.0,50.0,6.762030215,70,30.72,phosphorus_deficiency
116.0,5.0,54.0,6.65398725,24,30.84,phosphorus_deficiency
112.0,28.0,54.0,6.738030547,8,30.95,water_stress
88.0,29.0,51.0,6.095689937,63,30.94,healthy
118.0,15.0,45.0,6.538006356,63,30.94,phosphorus_deficiency
92.0,21.0,48.0,6.377427122,21,30.94,phosphorus_deficiency
106.0,14.0,45.0,6.417011754,70,30.93,phosphorus_deficiency
99.0,5.0,47.0,6.649086972,46,30.86,phosphorus_deficiency
98.0,8.0,51.0,6.25933595,63,30.79,phosphorus_deficiency
108.0,22.0,46.0,6.121168559,66,31.02,phosphorus_deficiency
119.0,7.0,55.0,6.031424482,90,31.25,phosphorus_deficiency
117.0,27.0,48.0,6.835268184,44,31.22,healthy
109.0,10.0,53.0,6.551750306,73,31.18,phosphorus_deficiency
80.0,16.0,46.0,6.940236218,7,31.16,phosphorus_deficiency
100.0,18.0,52.0,6.87606733,4,31.14,phosphorus_deficiency
91.0,7.0,53.0,6.457216535,59,31.14,phosphorus_deficiency
86.0,6.0,53.0,6.921847888,58,31.13,phosphorus_deficiency
107.0,5.0,52.0,6.881425746,1,30.9,phosphorus_deficiency
103.0,16.0,49.0,6.915717008,5,30.67,phosphorus_deficiency
101.0,20.0,48.0,6.206247494,87,30.75,phosphorus_deficiency
85.0,25.0,47.0,6.29542477,34,30.83,healthy
84.0,7.0,51.0,6.399669044,27,30.8,phosphorus_deficiency
102.0,28.0,54.0,6.862157042,41,30.76,healthy
98.0,25.0,52.0,6.224066378,39,30.66,healthy
97.0,25.0,50.0,6.093814669,4,30.55,water_stress
90.0,16.0,45.0,6.291540278,3,30.52,phosphorus_deficiency
95.0,12.0,46.0,6.32281728,35,30.49,phosphorus_deficiency
82.0,23.0,49.0,6.873283991,82,30.4,phosphorus_deficiency
82.0,25.0,51.0,6.074209622,90,30.32,healthy
110.0,28.0,46.0,6.49889585,5,30.23,water_stress
118.0,21.0,51.0,6.678805092,90,30.14,phosphorus_deficiency
120.0,20.0,45.0,6.114128685,42,30.04,phosphorus_deficiency
91.0,7.0,52.0,6.405054243,54,29.95,phosphorus_deficiency
81.0,6.0,55.0,6.110142735,41,29.77,phosphorus_deficiency
101.0,13.0,54.0,6.828982708,46,29.59,phosphorus_deficiency
101.0,17.0,55.0,6.451499764,68,29.41,phosphorus_deficiency
111.0,6.0,53.0,6.313512999,57,29.23,phosphorus_deficiency
107.0,10.0,49.0,6.755192025,21,29.14,phosphorus_deficiency
115.0,11.0,46.0,6.623167177,49,29.04,phosphorus_deficiency
84.0,25.0,52.0,6.12532356,16,28.86,healthy
120.0,7.0,47.0,6.653867608,64,28.67,phosphorus_deficiency
91.0,12.0,46.0,6.343942518,32,28.52,phosphorus_deficiency
89.0,22.0,52.0,6.217300786,28,28.37,phosphorus_deficiency
113.0,19.0,46.0,6.286387658,45,28.2,phosphorus_deficiency
97.0,22.0,50.0,6.7698938,14,28.04,phosphorus_deficiency
117.0,30.0,50.0,6.744966312,35,27.83,healthy
90.0,14.0,52.0,6.391858432,1,27.62,phosphorus_deficiency
104.0,23.0,47.0,6.770434148,90,27.44,phosphorus_deficiency
81.0,16.0,45.0,6.727468157,69,27.27,phosphorus_deficiency
88.0,5.0,47.0,6.662244646,86,27.1,phosphorus_deficiency
92.0,7.0,45.0,6.944640222,60,26.94,phosphorus_deficiency
81.0,18.0,50.0,6.507110986,4,26.78,phosphorus_deficiency
111.0,5.0,55.0,6.520663422,41,26.63,phosphorus_deficiency
108.0,23.0,51.0,6.106500787,72,26.46,phosphorus_deficiency
113.0,30.0,50.0,6.277484043,50,26.28,healthy
83.0,10.0,53.0,6.195142279,40,26.12,phosphorus_deficiency
101.0,11.0,51.0,6.792035575,45,25.95,phosphorus_deficiency
114.0,21.0,55.0,6.472756256,17,25.88,phosphorus_deficiency
99.0,6.0,45.0,6.000975617,26,25.82,phosphorus_deficiency
92.0,20.0,55.0,6.587791262,84,25.56,phosphorus_deficiency
92.0,7.0,48.0,6.956508826,86,25.31,phosphorus_deficiency
91.0,24.0,55.0,6.259086583,19,25.17,healthy
110.0,21.0,54.0,6.747537642,58,25.04,phosphorus_deficiency
112.0,25.0,51.0,6.932537231,60,24.82,healthy
89.0,25.0,54.0,6.353107393,25,24.59,healthy
100.0,10.0,53.0,6.211748957,8,24.42,phosphorus_deficiency
83.0,22.0,54.0,6.277245254,90,24.26,phosphorus_deficiency
95.0,14.0,50.0,6.560443519,86,24.22,phosphorus_deficiency
119.0,30.0,49.0,6.903020221,26,24.17,healthy
97.0,12.0,47.0,6.765094964,14,24.06,phosphorus_deficiency
110.0,7.0,45.0,6.189213927,54,23.95,phosphorus_deficiency
96.0,18.0,50.0,6.904241707,6,23.88,phosphorus_deficiency
83.0,23.0,55.0,6.463271076,46,23.8,phosphorus_deficiency
120.0,24.0,47.0,6.260838965,12,23.67,water_stress
115.0,17.0,55.0,6.776533055,76,23.54,phosphorus_deficiency
114.0,27.0,48.0,6.528404378,7,23.4,water_stress
101.0,25.0,52.0,6.750145572,76,23.26,healthy
118.0,18.0,52.0,6.562832807,30,23.24,phosphorus_deficiency
95.0,26.0,45.0,6.117530021,36,23.23,healthy
81.0,25.0,49.0,6.076459669,19,23.2,healthy
117.0,24.0,53.0,6.293486295,48,23.16,healthy
114.0,30.0,51.0,6.069171847,88,23.12,healthy
113.0,6.0,52.0,6.740983646,55,23.08,phosphorus_deficiency
108.0,26.0,52.0,6.201797639,13,22.94,water_stress
81.0,30.0,48.0,6.041027474,12,22.8,water_stress
115.0,9.0,52.0,6.019372459,80,22.72,phosphorus_deficiency
83.0,7.0,45.0,6.704104127,90,22.65,phosphorus_deficiency
84.0,21.0,55.0,6.494251024,75,22.64,phosphorus_deficiency
109.0,26.0,45.0,6.224535449,55,22.64,healthy
95.0,27.0,55.0,6.160414414,81,22.62,healthy
119.0,5.0,55.0,6.168757984,79,22.6,phosphorus_deficiency
110.0,14.0,51.0,6.085444691,71,22.57,phosphorus_deficiency
82.0,18.0,48.0,6.159050816,83,22.55,phosphorus_deficiency
87.0,14.0,48.0,6.606033244,38,22.56,phosphorus_deficiency
85.0,9.0,53.0,6.447662945,44,22.58,phosphorus_deficiency
100.0,6.0,53.0,6.105909623,11,22.35,phosphorus_deficiency
107.0,12.0,46.0,6.559763394,51,22.12,phosphorus_deficiency
91.0,13.0,47.0,6.14410903,88,21.86,phosphorus_deficiency
102.0,25.0,50.0,6.099662369,13,21.6,water_stress
117.0,25.0,53.0,6.413927319,14,21.65,healthy
85.0,21.0,52.0,6.075144116,26,21.69,phosphorus_deficiency
104.0,25.0,55.0,6.123802502,23,21.74,healthy
102.0,24.0,54.0,6.698468621,28,21.79,healthy
116.0,25.0,50.0,6.088885814,47,21.84,healthy
100.0,17.0,48.0,6.367800632,22,21.74,phosphorus_deficiency
110.0,25.0,54.0,6.425930938,85,21.65,healthy
104.0,25.0,51.0,6.469983276,21,21.5,healthy
107.0,11.0,54.0,6.094016338,89,21.35,phosphorus_deficiency
98.0,26.0,52.0,6.150090899,34,21.24,healthy
88.0,17.0,52.0,6.646962425,22,21.14,phosphorus_deficiency
87.0,25.0,46.0,6.379690748,84,21.04,healthy
120.0,8.0,46.0,6.732834334,69,20.93,phosphorus_deficiency
95.0,13.0,46.0,6.126019932,85,20.76,phosphorus_deficiency
108.0,22.0,47.0,6.161123579,77,20.6,phosphorus_deficiency
82.0,13.0,52.0,6.442810053,90,20.43,phosphorus_deficiency
120.0,23.0,55.0,6.732049075,54,20.27,phosphorus_deficiency
110.0,22.0,47.0,6.243673725,41,20.16,phosphorus_deficiency
95.0,23.0,45.0,6.266208727,3,20.04,phosphorus_deficiency
106.0,10.0,49.0,6.350623739,35,19.85,phosphorus_deficiency
99.0,12.0,52.0,6.002927293,51,19.66,phosphorus_deficiency
106.0,20.0,51.0,6.342573112,28,19.52,phosphorus_deficiency
83.0,11.0,53.0,6.163921248,76,19.38,phosphorus_deficiency
117.0,19.0,55.0,6.121745389,29,19.25,phosphorus_deficiency
98.0,26.0,49.0,6.130160473,33,19.12,healthy
113.0,20.0,48.0,6.440584681,71,19.05,phosphorus_deficiency
101.0,17.0,47.0,6.185053234,48,18.97,phosphorus_deficiency
98.0,7.0,45.0,6.157724816,83,18.82,phosphorus_deficiency
93.0,22.0,48.0,6.776987974,64,18.67,phosphorus_deficiency
95.0,21.0,47.0,6.431970877,19,18.5,phosphorus_deficiency
109.0,12.0,48.0,6.708743843,16,18.32,phosphorus_deficiency
118.0,12.0,47.0,6.010739645,70,18.04,phosphorus_deficiency
100.0,14.0,49.0,6.365956658,80,17.77,phosphorus_deficiency
89.0,9.0,47.0,6.668382766,8,17.62,phosphorus_deficiency
95.0,16.0,46.0,6.74669542,61,17.46,phosphorus_deficiency
95.0,7.0,45.0,6.031665834,30,17.5,phosphorus_deficiency
87.0,6.0,45.0,6.40077205,24,17.53,phosphorus_deficiency
93.0,20.0,50.0,6.448792689,69,17.5,phosphorus_deficiency
84.0,29.0,49.0,6.251420275,60,17.46,healthy
111.0,5.0,47.0,6.274452811,37,17.5,phosphorus_deficiency
111.0,5.0,52.0,6.135996372,35,17.53,phosphorus_deficiency
111.0,15.0,54.0,6.194090172,13,17.5,phosphorus_deficiency
89.0,11.0,47.0,6.327822962,4,17.46,phosphorus_deficiency
110.0,15.0,48.0,6.212567211,30,17.52,phosphorus_deficiency
95.0,30.0,52.0,6.640470863,55,17.59,healthy
115.0,12.0,52.0,6.685553129,69,17.61,phosphorus_deficiency
120.0,25.0,50.0,6.327210469,22,17.63,healthy
102.0,11.0,45.0,6.35544263,88,17.5,phosphorus_deficiency
94.0,5.0,55.0,6.085682344,47,17.37,phosphorus_deficiency
84.0,18.0,46.0,6.781050373,42,17.24,phosphorus_deficiency
107.0,22.0,54.0,6.630301421,81,17.1,phosphorus_deficiency
80.0,18.0,52.0,6.484799661,56,17.09,phosphorus_deficiency
86.0,18.0,45.0,6.566759102,76,17.08,phosphorus_deficiency
113.0,28.0,48.0,6.170520518,66,17.08,healthy
115.0,18.0,53.0,6.012480351,87,17.07,phosphorus_deficiency
82.0,20.0,54.0,6.541150335,30,16.97,phosphorus_deficiency
98.0,22.0,47.0,6.341400922,78,16.87,phosphorus_deficiency
117.0,25.0,54.0,6.150686364,48,16.79,healthy
83.0,15.0,49.0,6.438008153,39,16.7,phosphorus_deficiency
120.0,16.0,51.0,6.547041903,83,16.62,phosphorus_deficiency
111.0,5.0,50.0,6.399891457,84,16.51,phosphorus_deficiency
85.0,21.0,47.0,6.186770318,54,16.39,phosphorus_deficiency
90.0,23.0,54.0,6.159020864,16,16.3,phosphorus_deficiency
99.0,29.0,55.0,6.660954816,73,16.22,cold_stress
102.0,11.0,47.0,6.504906979,57,16.24,phosphorus_deficiency
80.0,18.0,51.0,6.706053225,32,16.25,phosphorus_deficiency
87.0,21.0,52.0,6.067665498,81,16.25,phosphorus_deficiency
114.0,8.0,52.0,6.419083092,47,16.25,phosphorus_deficiency
99.0,6.0,46.0,6.39637861,54,16.19,phosphorus_deficiency
89.0,25.0,50.0,6.375923383,27,16.13,cold_stress
96.0,13.0,55.0,6.700337732,60,16.1,phosphorus_deficiency
82.0,26.0,47.0,6.565312653,37,16.07,cold_stress
106.0,21.0,52.0,6.286515359,58,16.08,phosphorus_deficiency
90.0,15.0,52.0,6.448061578,57,16.08,phosphorus_deficiency
106.0,16.0,54.0,6.585872508,1,15.97,phosphorus_deficiency
24.0,128.0,196.0,5.521466996,4,15.86,ph_stress_acidic
7.0,144.0,197.0,6.133220586,39,15.72,nitrogen_deficiency
14.0,128.0,205.0,6.226289556,44,15.58,nitrogen_deficiency
8.0,120.0,201.0,6.321152192,70,15.5,nitrogen_deficiency
20.0,129.0,201.0,5.587905967,62,15.41,ph_stress_acidic
32.0,137.0,204.0,5.824151693,83,15.4,cold_stress
27.0,139.0,205.0,5.772179946,66,15.38,cold_stress
0.0,123.0,205.0,5.790993052,70,15.48,nitrogen_deficiency
22.0,144.0,196.0,6.499226821,32,15.59,cold_stress
1.0,124.0,199.0,5.658473817,20,15.55,nitrogen_deficiency
30.0,122.0,197.0,5.573241391,51,15.51,ph_stress_acidic
29.0,121.0,196.0,6.079497202,9,15.48,water_stress
13.0,126.0,204.0,6.383180271,53,15.44,nitrogen_deficiency
9.0,139.0,199.0,5.867420996,45,15.38,nitrogen_deficiency
0.0,133.0,200.0,5.708418722,68,15.32,nitrogen_deficiency
30.0,143.0,199.0,5.7983508,77,15.24,cold_stress
36.0,140.0,198.0,6.28188384,79,15.17,cold_stress
37.0,137.0,199.0,5.697945522,64,15.02,cold_stress
33.0,121.0,203.0,5.605934087,50,14.87,ph_stress_acidic
7.0,144.0,195.0,5.85648105,39,14.78,nitrogen_deficiency
35.0,128.0,205.0,6.041053829,27,14.69,cold_stress
29.0,128.0,198.0,5.685062404,79,14.54,cold_stress
2.0,143.0,196.0,5.669489065,63,14.39,nitrogen_deficiency
34.0,140.0,198.0,5.751707342,34,14.28,cold_stress
29.0,144.0,204.0,5.800448951,12,14.17,water_stress
32.0,141.0,203.0,5.821347769,86,14.13,cold_stress
13.0,144.0,197.0,6.28022267,60,14.08,nitrogen_deficiency
25.0,143.0,198.0,6.027314401,46,14.04,cold_stress
9.0,137.0,200.0,5.636687393,70,14.0,nitrogen_deficiency
6.0,144.0,198.0,5.559363609,69,13.95,nitrogen_deficiency
37.0,126.0,196.0,5.596449493,21,13.97,ph_stress_acidic
2.0,120.0,203.0,5.893492999,12,13.99,nitrogen_deficiency
11.0,143.0,197.0,5.875718516,43,14.12,nitrogen_deficiency
10.0,141.0,201.0,6.386021424,5,14.24,nitrogen_deficiency
24.0,142.0,202.0,5.710819862,47,14.4,cold_stress
23.0,138.0,195.0,5.795985716,48,14.57,cold_stress
18.0,125.0,204.0,6.046673619,79,14.82,cold_stress
13.0,121.0,196.0,6.443382913,51,15.08,nitrogen_deficiency
26.0,122.0,202.0,5.617227184,2,15.57,ph_stress_acidic
28.0,123.0,202.0,6.442289294,17,16.05,cold_stress
26.0,121.0,201.0,6.162034371,77,16.66,healthy
21.0,137.0,196.0,5.812781806,25,17.28,healthy
21.0,135.0,198.0,5.765015126,7,18.06,water_stress
5.0,144.0,205.0,6.184922574,64,18.83,nitrogen_deficiency
2.0,123.0,205.0,5.739652177,24,19.46,nitrogen_deficiency
15.0,133.0,199.0,5.824778636,13,20.1,nitrogen_deficiency
31.0,130.0,198.0,5.554823557,46,20.86,ph_stress_acidic
25.0,143.0,200.0,6.024248787,68,21.61,healthy
16.0,143.0,204.0,5.631333387,47,22.07,nitrogen_deficiency
19.0,122.0,202.0,5.811975094,2,22.53,water_stress
10.0,125.0,196.0,5.730557448,67,23.02,nitrogen_deficiency
20.0,139.0,202.0,5.66999105,26,23.5,healthy
28.0,123.0,198.0,5.682751473,87,24.02,healthy
28.0,136.0,200.0,6.245858905,23,24.53,healthy
2.0,131.0,199.0,6.017370134,46,24.72,nitrogen_deficiency
2.0,140.0,197.0,5.53456749,30,24.91,nitrogen_deficiency
27.0,138.0,201.0,5.952367662,72,25.44,healthy
30.0,127.0,204.0,6.126436584,56,25.97,healthy
32.0,145.0,203.0,6.406818518,69,25.84,healthy
29.0,139.0,205.0,6.155939453,42,25.7,healthy
26.0,126.0,195.0,5.878568981,29,26.18,healthy
40.0,136.0,202.0,5.935336308,6,26.66,water_stress
6.0,124.0,200.0,5.971332179,48,27.26,nitrogen_deficiency
35.0,138.0,200.0,5.67130617,44,27.85,healthy
17.0,136.0,196.0,5.882155988,80,28.02,healthy
33.0,134.0,205.0,6.08551916,30,28.18,healthy
16.0,143.0,197.0,5.90402645,41,27.94,nitrogen_deficiency
27.0,120.0,200.0,6.110218826,61,27.7,healthy
29.0,145.0,205.0,6.212302608,28,27.99,healthy
3.0,141.0,197.0,6.142803397,13,28.29,nitrogen_deficiency
15.0,123.0,204.0,6.365972688,14,28.46,nitrogen_deficiency
5.0,136.0,195.0,6.264202804,31,28.62,nitrogen_deficiency
10.0,136.0,204.0,6.276198595,50,28.69,nitrogen_deficiency
7.0,141.0,195.0,5.514253142,30,28.76,nitrogen_deficiency
2.0,129.0,201.0,5.682343744,80,29.06,nitrogen_deficiency
29.0,138.0,197.0,5.830892252,35,29.36,healthy
30.0,137.0,200.0,5.603413172,4,29.74,ph_stress_acidic
29.0,132.0,204.0,6.0967531,79,30.12,healthy
14.0,139.0,197.0,6.056529526,66,29.8,nitrogen_deficiency
18.0,125.0,203.0,6.160267496,15,29.49,healthy
33.0,143.0,204.0,5.814434775,67,29.6,healthy
40.0,144.0,196.0,5.987262638,4,29.71,water_stress
9.0,143.0,197.0,5.570020684,65,29.85,nitrogen_deficiency
38.0,135.0,203.0,5.965551311,63,29.99,healthy
28.0,130.0,196.0,6.062356467,67,30.1,healthy
35.0,142.0,203.0,5.895319002,61,30.2,healthy
12.0,129.0,205.0,6.119432215,39,30.44,nitrogen_deficiency
1.0,135.0,203.0,5.624203283,33,30.68,nitrogen_deficiency
0.0,145.0,205.0,5.52078314,45,30.62,nitrogen_deficiency
31.0,121.0,201.0,5.731535258,24,30.56,healthy
35.0,131.0,203.0,5.893490899,55,30.62,healthy
29.0,140.0,195.0,5.560521058,41,30.67,ph_stress_acidic
33.0,138.0,198.0,6.222390798,72,30.78,healthy
14.0,140.0,197.0,6.071255131,10,30.88,nitrogen_deficiency
35.0,145.0,195.0,6.231950009,52,30.71,healthy
40.0,120.0,197.0,5.889480679,75,30.54,healthy
25.0,132.0,198.0,5.732757516,90,30.44,healthy
31.0,137.0,196.0,6.400321212,28,30.34,healthy
36.0,144.0,196.0,6.496934492,62,30.49,healthy
10.0,140.0,197.0,6.229498836,60,30.64,nitrogen_deficiency
22.0,30.0,12.0,6.354006744,74,30.8,potassium_deficiency
37.0,6.0,13.0,7.511755068,44,30.95,phosphorus_deficiency
27.0,13.0,6.0,7.335158382,60,31.09,phosphorus_deficiency
7.0,16.0,9.0,7.813916603,65,31.22,nitrogen_deficiency
20.0,7.0,9.0,7.129136941,14,31.36,phosphorus_deficiency
26.0,27.0,10.0,6.079998496,32,31.5,potassium_deficiency
5.0,23.0,15.0,7.408939392,84,31.47,nitrogen_deficiency
0.0,18.0,14.0,7.207991261,42,31.44,nitrogen_deficiency
39.0,24.0,14.0,7.189259647,73,31.41,potassium_deficiency
13.0,23.0,6.0,7.365338111,55,31.38,nitrogen_deficiency
21.0,17.0,15.0,7.455991072,17,31.35,phosphorus_deficiency
33.0,12.0,8.0,6.822282114,61,31.32,phosphorus_deficiency
6.0,9.0,12.0,7.028746406,32,31.56,nitrogen_deficiency
19.0,7.0,10.0,6.118430299,89,31.8,phosphorus_deficiency
24.0,18.0,6.0,6.285312759,24,31.72,phosphorus_deficiency
9.0,11.0,8.0,6.559236744,43,31.64,nitrogen_deficiency
31.0,8.0,7.0,7.163245982,44,31.74,phosphorus_deficiency
22.0,17.0,5.0,6.945562889,60,31.84,phosphorus_deficiency
13.0,5.0,8.0,7.474710503,44,31.86,nitrogen_deficiency
16.0,8.0,9.0,7.601189843,80,31.89,nitrogen_deficiency
4.0,13.0,6.0,7.561143224,44,32.11,nitrogen_deficiency
0.0,25.0,14.0,6.361671475,6,32.33,nitrogen_deficiency
8.0,7.0,10.0,6.929216014,50,32.09,nitrogen_deficiency
4.0,23.0,5.0,7.477935216,53,31.85,nitrogen_deficiency
33.0,14.0,8.0,7.684420446,42,31.88,phosphorus_deficiency
30.0,7.0,15.0,7.825531916,55,31.92,phosphorus_deficiency
21.0,29.0,12.0,6.438668989,40,31.8,potassium_deficiency
11.0,14.0,5.0,6.946354724,1,31.67,nitrogen_deficiency
9.0,8.0,15.0,7.994465371,14,31.72,nitrogen_deficiency
5.0,18.0,14.0,7.434118807,47,31.76,nitrogen_deficiency
29.0,25.0,14.0,7.781988584,75,31.8,potassium_deficiency
33.0,12.0,15.0,6.052318465,14,31.85,phosphorus_deficiency
8.0,16.0,6.0,7.106650373,38,31.85,nitrogen_deficiency
15.0,14.0,8.0,6.22094286,74,31.84,nitrogen_deficiency
16.0,7.0,8.0,6.420457311,24,31.74,nitrogen_deficiency
0.0,12.0,7.0,6.969249676,30,31.63,nitrogen_deficiency
5.0,25.0,6.0,6.011302181,23,31.51,nitrogen_deficiency
6.0,8.0,11.0,6.600948788,67,31.39,nitrogen_deficiency
10.0,5.0,5.0,7.817846496,7,31.4,nitrogen_deficiency
1.0,17.0,6.0,6.8198271,51,31.42,nitrogen_deficiency
1.0,30.0,10.0,7.291405641,86,31.39,nitrogen_deficiency
0.0,23.0,15.0,7.598729065,18,31.36,nitrogen_deficiency
24.0,27.0,9.0,6.157135092,4,31.2,potassium_deficiency
36.0,11.0,13.0,7.1917274,35,31.05,phosphorus_deficiency
40.0,21.0,8.0,7.418761774,22,30.98,phosphorus_deficiency
40.0,22.0,6.0,6.488221135,8,30.9,phosphorus_deficiency
32.0,18.0,13.0,6.044167236,23,30.83,phosphorus_deficiency
9.0,10.0,10.0,6.010391864,41,30.76,nitrogen_deficiency
13.0,16.0,8.0,6.949838549,57,30.52,nitrogen_deficiency
15.0,9.0,11.0,7.907956251,18,30.27,nitrogen_deficiency
29.0,11.0,5.0,7.639788459,70,30.22,phosphorus_deficiency
1.0,15.0,9.0,7.53350946,77,30.17,nitrogen_deficiency
18.0,5.0,11.0,6.251586885,37,30.06,phosphorus_deficiency
14.0,22.0,9.0,6.543191814,9,29.94,nitrogen_deficiency
33.0,15.0,7.0,7.651225301,1,29.86,phosphorus_deficiency
4.0,6.0,7.0,6.708889665,40,29.77,nitrogen_deficiency
17.0,16.0,14.0,6.625538653,67,29.59,phosphorus_deficiency
12.0,20.0,10.0,6.528354932,13,29.41,nitrogen_deficiency
34.0,29.0,8.0,6.450640306,28,29.28,potassium_deficiency
39.0,28.0,10.0,7.181907673,26,29.14,potassium_deficiency
31.0,25.0,12.0,7.016482298,85,28.99,potassium_deficiency
12.0,6.0,8.0,6.388617138,25,28.84,nitrogen_deficiency
12.0,29.0,13.0,7.57125447,77,28.78,nitrogen_deficiency
26.0,11.0,11.0,7.609348255,54,28.72,phosphorus_deficiency
19.0,24.0,15.0,7.137136973,45,28.4,potassium_deficiency
39.0,21.0,9.0,6.354022554,52,28.09,phosphorus_deficiency
16.0,29.0,13.0,6.196907944,14,27.8,nitrogen_deficiency
36.0,29.0,13.0,7.829507245,31,27.52,potassium_deficiency
37.0,23.0,12.0,6.395258356,84,27.42,phosphorus_deficiency
39.0,9.0,15.0,7.992041984,70,27.32,phosphorus_deficiency
31.0,5.0,14.0,6.583411671,20,27.2,phosphorus_deficiency
18.0,12.0,8.0,6.206053072,41,27.07,phosphorus_deficiency
20.0,20.0,10.0,6.976997772,2,27.01,phosphorus_deficiency
5.0,8.0,5.0,6.562594972,64,26.94,nitrogen_deficiency
20.0,8.0,12.0,7.260416405,39,26.96,phosphorus_deficiency
25.0,21.0,11.0,6.460044778,11,26.97,phosphorus_deficiency
14.0,19.0,14.0,6.699164936,39,27.32,nitrogen_deficiency
37.0,18.0,12.0,7.401121811,15,27.67,phosphorus_deficiency
26.0,15.0,6.0,6.912033409,35,27.67,phosphorus_deficiency
13.0,22.0,5.0,7.764040111,34,27.67,nitrogen_deficiency
32.0,25.0,9.0,7.796034006,17,27.52,potassium_deficiency
19.0,7.0,9.0,6.969883483,60,27.38,phosphorus_deficiency
28.0,7.0,9.0,6.730757538,65,27.35,phosphorus_deficiency
24.0,30.0,11.0,6.601395755,77,27.32,potassium_deficiency
7.0,17.0,10.0,6.465913274,15,27.2,nitrogen_deficiency
18.0,23.0,8.0,6.41354791,41,27.07,phosphorus_deficiency
7.0,20.0,12.0,6.475275337,34,26.97,nitrogen_deficiency
20.0,23.0,11.0,6.407715561,57,26.86,phosphorus_deficiency
18.0,14.0,11.0,6.550814117,78,26.76,phosphorus_deficiency
34.0,11.0,10.0,7.36220835,90,26.66,phosphorus_deficiency
20.0,29.0,10.0,7.36549204,56,26.66,potassium_deficiency
37.0,24.0,13.0,7.8546243,39,26.66,potassium_deficiency
12.0,8.0,10.0,7.995848977,58,26.62,nitrogen_deficiency
34.0,10.0,14.0,6.725600855,32,26.59,phosphorus_deficiency
6.0,13.0,9.0,7.786725333,38,26.52,nitrogen_deficiency
27.0,30.0,5.0,7.656978112,27,26.44,potassium_deficiency
13.0,8.0,12.0,7.105904818,11,26.39,nitrogen_deficiency
6.0,7.0,7.0,7.199106204,49,26.34,nitrogen_deficiency
40.0,17.0,15.0,7.871063004,1,26.26,phosphorus_deficiency
31.0,26.0,9.0,7.566165721,87,26.18,potassium_deficiency
61.0,68.0,50.0,6.793245417,57,26.13,healthy
58.0,46.0,45.0,6.576261427,90,26.08,healthy
45.0,47.0,55.0,6.751452932,75,26.04,healthy
39.0,65.0,53.0,6.560743093,2,26.01,water_stress
31.0,68.0,45.0,6.938313356,47,25.96,healthy
70.0,68.0,45.0,6.991626158,54,25.91,healthy
68.0,62.0,50.0,6.977700268,20,25.82,healthy
34.0,65.0,47.0,6.833768535,76,25.74,healthy
38.0,68.0,54.0,6.739170045,85,25.62,healthy
69.0,64.0,47.0,6.993473247,38,25.5,healthy
58.0,51.0,47.0,6.757470637,10,25.42,water_stress
59.0,47.0,53.0,6.850663232,8,25.35,water_stress
44.0,64.0,54.0,6.74274935,14,25.22,healthy
56.0,57.0,48.0,6.506120752,45,25.1,healthy
69.0,60.0,54.0,6.98992719,30,25.0,healthy
56.0,58.0,49.0,6.69215564,35,24.91,healthy
49.0,55.0,53.0,6.544029776,84,24.81,healthy
38.0,51.0,52.0,6.927803911,63,24.71,healthy
54.0,65.0,47.0,6.721835879,16,24.62,healthy
57.0,57.0,51.0,6.99223441,19,24.52,healthy
39.0,52.0,53.0,6.704204398,26,24.2,healthy
58.0,67.0,45.0,6.702424548,82,23.87,healthy
61.0,64.0,52.0,6.641098708,51,23.64,healthy
34.0,62.0,55.0,6.585346229,74,23.41,healthy
31.0,48.0,45.0,6.563134737,3,23.22,water_stress
47.0,46.0,52.0,6.502289473,31,23.04,healthy
32.0,68.0,52.0,6.800321319,8,23.06,water_stress
36.0,59.0,46.0,6.721130543,82,23.09,healthy
61.0,51.0,51.0,6.574677594,56,23.3,healthy
70.0,54.0,46.0,6.919342407,21,23.51,healthy
44.0,56.0,49.0,6.519779583,87,23.62,healthy
34.0,68.0,51.0,6.687088098,48,23.72,healthy
50.0,59.0,47.0,6.747975732,14,23.6,healthy
39.0,70.0,52.0,6.65149129,90,23.49,healthy
34.0,61.0,49.0,6.502675132,21,23.37,healthy
44.0,60.0,55.0,6.825371185,75,23.26,healthy
31.0,62.0,52.0,6.99104104,12,23.15,water_stress
65.0,62.0,51.0,6.511624841,71,23.03,healthy
44.0,57.0,53.0,6.93172108,44,22.91,healthy
50.0,47.0,48.0,6.712772333,62,22.82,healthy
43.0,50.0,48.0,6.63016515,82,22.72,healthy
60.0,46.0,53.0,6.761953186,19,22.6,healthy
70.0,68.0,55.0,6.691202286,71,22.47,healthy
59.0,62.0,52.0,6.608667684,21,22.46,healthy
60.0,58.0,51.0,6.840802254,38,22.44,healthy
42.0,60.0,47.0,6.834808348,13,22.38,water_stress
35.0,66.0,47.0,6.953439161,79,22.32,healthy
34.0,65.0,48.0,6.665024508,20,22.2,healthy
